Tamil,English
நாணுத்தாழ்,naanuththaazh
வீழ்த்த,veezhththa
கதவு,kadhavu
எனவொன்றோ,enavondro
கண்ணின்றென்,kannindren
நெஞ்சத்தை,nenjaththai
காமத்தை,kaamaththai
குறிப்பின்றித்,kurippindrith
தும்மல்போல்,thummalpol
தோன்றி,thondri
நிறையுடையேன்,niraiyutaiyen
என்பேன்மன்,enpenman
யானோஎன்,yaanoen
செற்றார்பின்,setraarpin
செல்லாப்,sellaap
அறிவதொன்று,arivadhondru
செற்றவர்,setravar
பின்சேறல்,pinseral
அளித்தரோ,aliththaro
எற்றென்னை,etrennai
நாணென,naanena
அறியலம்,ariyalam
காமத்தால்,kaamaththaal
பேணியார்,peniyaar
பெட்ப,petpa
பன்மாயக்,panmaayak
கள்வன்,kalvan
அன்றோநம்,andronam
புலப்பல்,pulappal
எனச்சென்றேன்,enachchendren
புல்லினேன்,pullinen
கலத்தல்,kalaththal
நிணந்தீயில்,ninandheeyil
இட்டன்ன,ittanna
நெஞ்சினார்க்கு,nenjinaarkku
புணர்ந்தூடி,punarndhooti
நிற்பேம்,nirpem
வாளற்றுப்,vaalatrup
புற்கென்ற,purkendra
அவர்சென்ற,avarsendra
நாளொற்றித்,naalotrith
தேய்ந்த,theyndha
விரல்,viral
இலங்கிழாய்,ilangizhaai
மறப்பின்என்,marappinen
தோள்மேல்,tholmel
கலங்கழியும்,kalangazhiyum
நீத்து,neeththu
உரன்நசைஇ,urannasaii
துணையாகச்,thunaiyaakach
சென்றார்,"sendraar, chendraar"
வரல்நசைஇ,varalnasaii
கூடிய,kootiya
பிரிந்தார்,pirindhaar
வரவுள்ளிக்,varavullik
கோடுகொ,kotuko
டேறுமென்,terumen
காண்கமன்,kaankaman
கொண்கனைக்,konkanaik
கண்ணாரக்,kannaarak
கண்டபின்,kantapin
நீங்கும்என்,neengumen
வருகமன்,varukaman
பருகுவன்,parukuvan
கெட,keta
புலப்பேன்கொல்,pulappenkol
புல்லுவேன்,pulluven
கலப்பேன்கொல்,kalappenkol
கண்அன்ன,kananna
கேளிர்,kelir
விரன்,viran
வினைகலந்து,vinaikalandhu
வென்றீக,vendreeka
மனைகலந்து,manaikalandhu
அயர்கம்,ayarkam
எழுநாள்போல்,ezhunaalpol
செல்லும்சேண்,sellumsen
வருநாள்வைத்து,varunaalvaiththu
ஏங்கு,engu
பெறின்என்னாம்,perinennaam
பெற்றக்கால்,petrakkaal
உறினென்னாம்,urinennaam
உடைந்துக்கக்,utaindhukkak
கரப்பினுங்,karappinung
கையிகந்,kaiyikan
தொல்லாநின்,thollaanin
உரைக்கல்,uraikkal
உறுவதொன்,uruvadhon
றுண்டு,runtu
கண்ணிறைந்த,kanniraindha
காரிகைக்,kaarikaik
காம்பேர்தோட்,kaamperdhot
பேதைக்குப்,pedhaikkup
பெண்நிறைந்த,penniraindha
மணியில்,maniyil
திகழ்தரு,thikazhdharu
நூல்போல்,noolpol
அணியில்,aniyil
திகழ்வதொன்று,thikazhvadhondru
முகைமொக்குள்,mukaimokkul
நாற்றம்போல்,naatrampol
நகைமொக்குள்,nakaimokkul
உள்ளதொன்,ulladhon
செறிதொடி,seridhoti
செய்திறந்த,seydhirandha
உறுதுயர்,urudhuyar
மருந்தொன்று,marundhondru
பெரிதாற்றிப்,peridhaatrip
பெட்பக்,petpak
அன்பின்மை,anpinmai
சூழ்வ,soozhva
தண்ணந்,thannan
நம்மினும்,namminum
முன்னம்,munnam
உணர்ந்த,unarndha
நெருநற்றுச்,nerunatruch
சென்றார்எம்,chendraarem
எழுநாளேம்,ezhunaalem
தொடிநோக்கி,thotinokki
மென்தோளும்,mendholum
அடிநோக்கி,atinokki
அஃதாண்,aqdhaan
டவள்செய்,tavalsey
பெண்ணினால்,penninaal
உடைத்தென்ப,utaiththenpa
களித்தலும்,kaliththalum
மகிழ்தலும்,makizhdhalum
கள்ளுக்கில்,kallukkil
காமத்திற்,kaamaththir
குண்டு,kuntu
ஊடாமை,ootaamai
பனைத்,panaith
நிறைய,niraiya
பெட்பவே,petpave
தமையல,thamaiyala
ஊடற்கண்,ootarkan
சென்றேன்மன்,sendrenman
தோழி,thozhi
அதுமறந்து,adhumarandhu
கூடற்கண்,kootarkan
சென்றது,sendradhu
னெஞ்சு,nenju
எழுதுங்கால்,ezhudhungaal
கோல்காணாக்,kolkaanaak
கண்ணேபோல்,kannepol
பழிகாணேன்,pazhikaanen
காணேன்,kaanen
தவறாய,thavaraaya
காணாக்கால்,kaanaakkaal
தவறல்,thavaral
உய்த்தல்,uyththal
புனல்பாய்,punalpaai
பவரேபோல்,pavarepol
பொய்த்தல்,poiththal
அறிந்தென்,arindhen
புலந்து,pulandhu
இளித்தக்க,iliththakka
களித்தார்க்குக்,kaliththaarkkuk
கள்ளற்றே,kallatre
கள்வநின்,kalvanin
மார்பு,maarpu
மலரினும்,malarinum
மெல்லிது,mellidhu
சிலர்அதன்,silaradhan
தலைப்படு,thalaippatu
துனித்தே,thuniththe
கலங்கினாள்,kalanginaal
புல்லுதல்,pulludhal
என்னினும்,enninum
தான்விதுப்,thaanvidhup
புற்று,putru
அவர்நெஞ்சு,avarnenju
அவர்க்காதல்,avarkkaadhal
கண்டும்,kantum
எவன்நெஞ்சே,evannenje
நீஎமக்கு,neeemakku
தவர்க்கண்ட,thavarkkanta
அவரைச்,avaraich
செறாஅரெனச்,cheraaarenach
கெட்டார்க்கு,kettaarkku
நட்டார்இல்,nattaaril
என்பதோ,enpadho
நெஞ்சேநீ,nenjenee
அவர்பின்,avarpin
செலல்,selal
இனிஅன்ன,inianna
நின்னொடு,ninnotu
சூழ்வார்யார்,soozhvaaryaar
துனிசெய்து,thuniseydhu
துவ்வாய்காண்,thuvvaaikaan
பெறாஅமை,peraaamai
பெறின்பிரிவு,perinpirivu
அறாஅ,araaa
இடும்பைத்தென்,itumpaiththen
தனியே,thaniye
நினைத்தக்கால்,ninaiththakkaal
என்னைத்,ennaith
தினிய,thiniya
இருந்ததென்,irundhadhen
மறந்தேன்,marandhen
அவர்மறக்,avarmarak
கல்லாஎன்,kallaaen
மடநெஞ்சிற்,matanenjir
எள்ளின்,ellin
இளிவாம்என்று,ilivaamendru
அவர்திறம்,avardhiram
உள்ளும்,ullum
உயிர்க்காதல்,uyirkkaadhal
துன்பத்திற்கு,thunpaththirku
துணையாவார்,thunaiyaavaar
தாமுடைய,thaamutaiya
நெஞ்சந்,nenjan
துணையல்,thunaiyal
தமரல்லர்,thamarallar
தமரல்,thamaral
புல்லா,pullaa
திராஅப்,thiraaap
காண்கம்,kaankam
உப்பமைந்,uppamain
தற்றால்,thatraal
புலவி,pulavi
அதுசிறிது,adhusiridhu
மிக்கற்றால்,mikkatraal
நீள,neela
அலந்தாரை,alandhaarai
செய்தற்றால்,seydhatraal
தம்மைப்,thammaip
புலந்தாரைப்,pulandhaaraip
யவரை,yavarai
உணராமை,unaraamai
வள்ளி,valli
முதலரிந்,mudhalarin
நலத்தகை,nalaththakai
நல்லவர்க்கு,nallavarkku
ஏஎர்,eer
புலத்தகை,pulaththakai
பூஅன்ன,pooanna
புலவியும்,pulaviyum
கனியும்,kaniyum
கருக்காயும்,karukkaayum
ஊடலின்,ootalin
உண்டாங்கோர்,untaangor
புணர்வது,punarvadhu
நீடுவ,neetuva
தன்று,thandru
எவன்மற்று,evanmatru
நொந்தாரென்று,nondhaarendru
அஃதறியும்,aqdhariyum
நீரும்,neerum
நிழலது,nizhaladhu
உணங்க,unanga
விடுவாரோடு,vituvaarotu
என்நெஞ்சம்,ennenjam
கூடுவேம்,kootuvem
பெண்ணியலார்,penniyalaar
பொதுஉண்பர்,podhuunpar
நண்ணேன்,nannen
பரத்தநின்,paraththanin
இருந்தேமாத்,irundhemaath
தும்மினார்,thumminaar
யாம்தம்மை,yaamdhammai
கென்பாக்,kenpaak
கோட்டுப்,kottup
பூச்,pooch
சூடினும்,chootinum
காயும்,kaayum
ஒருத்தியைக்,oruththiyaik
காட்டிய,kaattiya
சூடினீர்,sootineer
யாரினும்,yaarinum
காதலம்,kaadhalam
என்றேனா,endrenaa
ஊடினாள்,ootinaal
இம்மைப்,immaip
பிறப்பில்,pirappil
பிரியலம்,piriyalam
என்றேனாக்,endrenaak
கண்நிறை,kannirai
நீர்கொண்,neerkon
டனள்,tanal
உள்ளினேன்,ullinen
என்றேன்மற்,endrenmar
றென்மறந்தீர்,renmarandheer
